Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
26087,Munzakula Dispensary,Munzakula Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kakamega,Lurambi,Lurambi,Mahiakalo,Operational,No,No,No,No,,Yes,Yes,No
26115,County Digitalis Medical Clinic,County Digitalis Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Meru,Igembe Central,Igembe Central,Kangeta,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26117,Belss Health Care,Belss Health Care,GOC/F/295,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,4,0,Kilifi,Kaloleni,Kaloleni,Kayafungo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26138,Tibazone Medical Centre,Tibazone Medical Centre,None,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kiambu,Kikuyu,Kikuyu,Kinoo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26203,Smith's Medical Centre,Smith's Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kiambu,Kikuyu,Kikuyu,Kikuyu,Operational,No,Yes,Yes,No,,Yes,Yes,No
26050,Termary Health Care Nursing Home,Termary Health Care Nursing Home,017179,Level 3,Nursing Homes,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,60,4,Homa Bay,Karachuonyo,Karachuonyo,Kibiri,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26064,Kimbar Medical Centre,Kimbar Medical Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,None,10,0,Elgeyo Marakwet,Keiyo North,Keiyo North,Kapchemutwa,Operational,No,Yes,Yes,No,,Yes,Yes,No
26159,NOMAD DENTAL CENTRE,NOMAD DENTAL CENTRE,005982,Level 2,Dental Clinic,STAND ALONE,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Moiben,Moiben,Kimumu,Operational,No,No,No,No,,Yes,Yes,No
26049,Wajir Fokas Nursing Home,Wajir Fokas Nursing Home,017109,Level 3,Nursing Homes,NURSING HOME,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,32,6,Wajir,Wajir East,Wajir East,Wagberi,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26168,LAWINA DISPENSARY,LAWINA DISPENSARY,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Molo,Molo,Mariashoni,Operational,No,No,No,No,,Yes,Yes,No
26120,Kwa Dr Wabore's Clinic,Dr Wabore's Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nakuru,Molo,Molo,Molo,Operational,No,Yes,Yes,No,,Yes,Yes,No
26040,Elbeso Dispensary,Elbeso Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Marsabit,North Horr,North Horr,North Horr,Operational,No,No,No,No,,Yes,Yes,No
26116,Muramba Wa Mbogo,Muramba Wa Mbogo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Tharaka Nithi,Tharaka,Tharaka North,Gatunga,Operational,No,No,No,No,,Yes,Yes,No
26041,Tigo Dispensary,Tigo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Marsabit,North Horr,North Horr,Turbi,Operational,No,No,No,No,,Yes,Yes,No
26121,Wapendwa Medical Clinic,Wapendwa Medical Clinic,008410,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Pharmacy & Poisons Board,0,0,Meru,Tigania West,Tigania West,Kianjai,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
26166,quli dispensary,quli dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,4,1,Wajir,Wajir South,Wajir South,Lagboghoi South,Operational,No,No,No,No,,Yes,Yes,No
26070,AL-zahrawi nursing  home,AL-zahrawi nursing  home,016159,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Pharmacy & Poisons Board,20,10,Wajir,Wajir South,Wajir South,Habasswein,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26103,Penda Medical Centre Sunton,Penda Medical Centre Sunton,S.No 017192,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nairobi,Kasarani,Kasarani,Kasarani,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
26127,Jekam Medical Centre,Jekam Medical Centre,G0530/18,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26139,Matumani Mpya Medical Clinic,Matumani Mpya Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kilifi,Ganze,Ganze,Bamba,Operational,No,No,No,No,,Yes,Yes,No
None,Progress Medica lServices,Progress Medical Services,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,None,0,0,Kirinyaga,Ndia,Kirinyaga West,Kiine,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26124,Bangal   Nursing Home,Bangal  Nursing Home,None,Level 3,Nursing and Maternity Home,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,30,30,Tana River,Bura,Bura,Bangale,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26189,Tudor Health Care Ltd Miritini,Tudor Health Care Ltd Miritini,014968,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Mombasa,Jomvu,Jomvu,Miritini,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26190,Tudor Health Care Magongo,Tudor Health Care Magongo,014875,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Mombasa,Changamwe,Changamwe,Port Reitz,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26032,Equity Afia Githurai,Equity Afia Githurai,017266,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Githurai,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
26033,Family Access Medical Centre,Family Access Medical Centre,001839,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Roysambu,Roysambu,Zimmerman,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
26112,Pascal Kip Health Diagnostics,Pascal Kip Health Diagnostics,017402,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Nairobi,Ruaraka,Ruaraka,Mathare North,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
26066,Mediwell Healthcare,Mediwell Healthcare,004167,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,Kenya MPDB,0,0,Meru,North Imenti,Imenti North,Municipality,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26067,Meru Doctors Plaza Ltd,Meru Doctors Plaza Ltd,011108,Level 4,Primary care hospitals,HOSPITALS,Private Practice- Pharmacist,Private Practice,Kenya MPDB,51,9,Meru,North Imenti,Imenti North,Municipality,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26035,Renassance International Limited Medical Clinic,Renassance International Limited Medical Clinic,017303,Level 2,Dialysis Center,STAND ALONE,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,No,No,Yes,No,,Yes,Yes,No
26025,Buyosi Dispensary,Buyosi Dispensary,126541,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Busia,Matayos,Matayos,Mayenje,Operational,No,No,No,No,,Yes,Yes,No
26155,Mwangi Michuki,Mwangi Michuki,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nakuru,Molo,Molo,Elburgon,Operational,No,No,No,No,,Yes,Yes,No
26047,The River Jordan Medical Centre Maungu,The River jordan Medical Centre Maungu,016258,Level 2,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,2,Taita Taveta,Voi,Voi,Marungu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26048,The River Jordan Medical Centre Premier,The River Jordan Medical Centre Premier,016680,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,30,2,Taita Taveta,Voi,Voi,Mbololo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26028,Alexandra Cancer Centre and Palliative Hospital,Alexandra Cancer Centre and Palliative Hospital,005210,Level 3,Nursing Homes,NURSING HOME,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,40,0,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26185,Nanasi clinic,Nanasi  clinic,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Machakos,Yatta,Yatta,Matuu,Operational,No,No,No,Yes,,Yes,Yes,No
26029,Maxident Company Limited Clinic,Maxident Company Limited Clinic,006063,Level 2,Dental Clinic,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Operational,No,No,Yes,No,,Yes,Yes,No
26142,Mikindani Hospital,Mikindani Hospital,017295,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,45,4,Mombasa,Jomvu,Jomvu,Mikindani,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26038,PARAKOREN,PARAKOREN,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,Marsabit,Laisamis,Laisamis,Korr/Ngurunit,Operational,No,No,No,No,,Yes,Yes,No
26008,ARAPAL,ARAPAL,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,Marsabit,Laisamis,Laisamis,Loiyangalani,Operational,No,No,No,No,,Yes,Yes,No
26007,NAIRIBI,NAIRIBI,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,Marsabit,Laisamis,Laisamis,Laisamis,Operational,No,No,No,No,,Yes,Yes,No
26143,St. Mariana (Kaikor) Dispensary,St. Mariana (Kaikor) Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Ministry of Health,0,0,Turkana,Turkana North,Kibish,Kibish,Operational,No,No,No,No,,Yes,Yes,No
26230,Kiawambogo Dispensary,Kiawambogo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Muranga,Kangema,Kangema,Rwathia,Operational,No,No,No,No,,Yes,Yes,No
26173,Bedens healthcare,Bedens healthcare,017024,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Sengwer,Operational,No,Yes,Yes,No,,Yes,Yes,No
26021,Akobwait Community Dispensary,Akobwait Community Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Busia,Teso South,Teso South,Amukura East,Operational,No,No,No,No,,Yes,Yes,No
26110,Faith Medical clinic,Faith Medical clinic,009249,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice- Pharmacist,Private Practice,Pharmacy & Poisons Board,0,0,Elgeyo Marakwet,Marakwet West,Marakwet West,Sengwer,Operational,No,Yes,Yes,No,,Yes,Yes,No
26001,Akolong Dispensary,Akolong Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,Busia,Teso North,Teso North,Ang'urai South,Operational,No,No,No,No,,Yes,Yes,No
26002,Igula Dispensary,Igula Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Pharmacy & Poisons Board,0,0,Busia,Butula,Butula,Marachi Central,Operational,No,No,No,No,,Yes,Yes,No
26004,Al-Raheem Medical Centre,Al-Raheem Medical Centre,017443,Level 2,Medical Center,MEDICAL CENTER,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,15,0,Mandera,Mandera South,Mandera South,Wargudud,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26009,Gashe Health Sevices,Gashe Health Sevices,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),3,0,Garissa,Lagdera,Lagdera,Modogashe,Operational,No,Yes,Yes,Yes,,Yes,Yes,No
26024,Three Angels (Sasame) Dispensary,Three Angels (Sasame) Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Ministry of Health,2,2,Turkana,Turkana North,Kibish,Kibish,Operational,No,No,No,No,,Yes,Yes,No
26153,Nyamiranga Devine Mercy,Nyamiranga Devine Mercy,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,None,40,5,Nyamira,West Mugirango,Nyamira,Bosamaro,Operational,No,No,No,No,,Yes,Yes,No
26027,Geta Mocha Dispensary,Geta Mocha Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,5,2,Nyamira,West Mugirango,Nyamira,Bogichora,Operational,No,No,No,No,,Yes,Yes,No
26042,Figo Care Plus(K)Limited,Figo Care Plus(K)Limited,017416,Level 3,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,No,No,,Yes,Yes,No
26141,Astradental Services,Astradental Services,005963,Level 3,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,No,Yes,No,,Yes,Yes,No
26044,Nangili Med Clinic Likuyani,Nangili Med Clinic Likuyani,,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),1,0,Kakamega,Likuyani,Likuyani,Kongoni,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26039,Family Care Eye Clinic,Family Care Eye Clinic,006352,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Wajir,Wajir East,Wajir East,Township,Operational,No,No,Yes,No,,Yes,Yes,No
26034,Chamalo Medical Clinic (Jaribuni),Chamalo Medical Clinic (Jaribuni),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kilifi,Ganze,Ganze,Jaribuni,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
25998,BUTE NURSING HOME,BUTE NURSING HOME,BN/2015/368077,Level 3,Nursing Homes,NURSING HOME,Private Practice - General Practitioner,Private Practice,Kenya MPDB,40,5,Wajir,Wajir North,Wajir North,Bute,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26022,Bloom Health Care,Bloom Health Care (Machakos),None,Level 3,Dialysis Center,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,4,0,Machakos,Machakos Town,Machakos,Machakos Central,Operational,No,No,Yes,No,,Yes,Yes,No
26013,CKS Dialysis Centre Pangani,CKS Dialysis Centre Pangani,016121,Level 2,Dialysis Center,STAND ALONE,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Nairobi,Starehe,Starehe,Pangani,Operational,No,No,No,No,,Yes,Yes,No
25996,EQUITY AFIA KAKAMEGA,EQUITY AFIA KAKAMEGA MEDICAL CLINIC,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kakamega,Lurambi,Lurambi,Shirere,Operational,No,Yes,No,No,,Yes,Yes,No
26016,Ropas Medical Clinic,Ropas Medical Clinic,17127,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,3,0,Nairobi,Embakasi East,Embakasi East,Embakasi,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
26061,MSF Health Post 4,MSF Health Post 4,None,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Pharmacy & Poisons Board,0,0,Garissa,Daadab,Dadaab,Labisgale,Operational,No,No,No,No,,Yes,Yes,No
26058,MSF Health Post 7,MSF Health Post 7,None,Level 2,Dispensary,DISPENSARY,Non-Governmental Organizations,Non-Governmental Organizations,Pharmacy & Poisons Board,0,0,Garissa,Daadab,Dadaab,Labisgale,Operational,No,No,No,No,,Yes,Yes,No
26037,FUNAN NYATA DISPENSARY,FUNAN NYATA DISPENSARY,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Marsabit,Moyale,Moyale,Golbo,Operational,No,No,No,No,,Yes,Yes,No
26302,Piohealth Medical and Dental Center,Piohealth Medical and Dental Center,017387,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,4,0,Kakamega,Likuyani,Likuyani,Likuyani,Operational,No,No,No,No,,Yes,Yes,No
26014,Dental Care Limited CBD,Dental Care Limited CBD,None,Level 2,Dental Clinic,STAND ALONE,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,,Yes,Yes,No
26015,Smartsmile Dental Care Clinic,Smartsmile Dental Care Clinic,None,Level 2,Dental Clinic,STAND ALONE,Private Practice - Private Company,Private Practice,None,0,0,Nairobi,Starehe,Starehe,Nairobi Central,Operational,No,No,No,No,,Yes,Yes,No
None,TUWIT DISPENSARY,TUWIT DISPENSARY,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Baringo,Tiaty,East Pokot,Kolowa,Operational,No,No,No,No,,Yes,Yes,No
26043,Penda Medical Centre Umoja 1,Penda Medical Centre Umoja 1,017327,Level 3,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
25976,Mediheal Hospital Town Clinic-Nakuru,Mediheal Hospital Town Clinic-Nakuru,006912,Level 3,Medical Center,MEDICAL CENTER,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nakuru,Nakuru Town East,Nakuru East,Biashara,Operational,No,Yes,Yes,No,,Yes,Yes,No
26005,Wajir Central Nursing Home,Wajir Central Nursing Home,006325,Level 3,Nursing Homes,NURSING HOME,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,36,11,Wajir,Wajir East,Wajir East,Township,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
25951,Daraja Medical centre-Annex,Daraja Medical centre-Annex,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Nurse / Midwifery,Private Practice,None,25,5,Kisii,Nyaribari Chache,Nyaribari Chache,Kisii Central,Operational,No,No,No,No,,Yes,Yes,No
25979,Al-Amannah Hospital,Al-Amannah Hospital,None,Level 4,Secondary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,None,38,12,Wajir,Wajir East,Wajir East,Township,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
25975,Bethesda Health Care,Bethesda Health Care,8578,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nandi,Aldai,Aldai,Kobujoi,Operational,No,No,No,No,,Yes,Yes,No
25961,Gataka Dispensary,Gataka Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,10,0,Kajiado,Kajiado North,Kajiado North,Nkaimurunya,Operational,No,No,No,No,,Yes,Yes,No
25978,ADADI DISPENSARY,ADADI DISPENSARY,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,None,0,0,Marsabit,Moyale,Moyale,Obbu,Operational,No,No,No,No,,Yes,Yes,No
25956,Barkorumba Health Centre,Barkorumba Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kisumu,Kisumu West,Kisumu West,Kisumu North,Operational,No,No,No,No,,Yes,Yes,No
26046,Mor Dental Hub Ltd,Mor Dental Hub Ltd,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Trans Nzoia,Saboti,Saboti,Matisi,Operational,No,No,No,No,,Yes,Yes,No
26045,Kitale Dental Centre,Kitale Dental Centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Trans Nzoia,Saboti,Saboti,Matisi,Operational,No,No,Yes,No,,Yes,Yes,No
25942,Eye & U Opthalmic ltd,Eye & U Opthalmic ltd,006794,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,No,No,No,No,,Yes,Yes,No
25955,Neorao Medical clinic,Neorao Medical clinic,015890,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Kenya MPDB,0,0,Kisumu,Kisumu West,Kisumu West,North West Kisumu,Operational,No,No,No,Yes,,Yes,Yes,No
25957,Geta Health Centre,Geta Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kisumu,Kisumu West,Kisumu West,Kisumu North,Operational,No,No,No,No,,Yes,Yes,No
25943,Nairobi Radiotherapy & Cancer Centre,Nairobi Radiotherapy & Cancer Centre,016175,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,No,No,No,No,,Yes,Yes,No
